text,labels,processed_text,bigrams,trigrams,labels_num
"If Home to Home (H2H) communication service is provided, then each CNG must ensure that emergency service sessions originating in its CPN are associated with the appropriate location information and/or calling identity.",nonsec,"['home', 'home', 'communication', 'service', 'provide', 'cng', 'ensure', 'emergency', 'service', 'session', 'originate', 'cpn', 'associate', 'appropriate', 'location', 'information', 'call', 'identity']","['home', 'home', 'communication', 'service', 'provide', 'cng', 'ensure', 'emergency', 'service', 'session', 'originate', 'cpn', 'associate', 'appropriate', 'location', 'information', 'call', 'identity']","['home', 'home', 'communication', 'service', 'provide', 'cng', 'ensure', 'emergency', 'service', 'session', 'originate', 'cpn', 'associate', 'appropriate', 'location', 'information', 'call', 'identity']",0
The CNG shall support the connection to a STB (or media gateway) both in a bridged or in a routed mode of operation.,nonsec,"['cng', 'shall', 'support', 'connection', 'stb', 'medium', 'gateway', 'bridge', 'route', 'mode', 'operation']","['cng', 'shall', 'support', 'connection', 'stb_medium', 'gateway', 'bridge', 'route', 'mode_operation']","['cng', 'shall', 'support', 'connection', 'stb_medium_gateway', 'bridge', 'route', 'mode_operation']",0
"The CND shall support the NGN services usage (e.g. voice communications, video communications, IPTV, entertainment, etc.) allowing the connection to the right service control platforms to process the media.",nonsec,"['cnd', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'etc', 'allow', 'connection', 'right', 'service', 'control', 'platform', 'process', 'medium']","['cnd', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'etc', 'allow', 'connection', 'right', 'service', 'control', 'platform', 'process', 'medium']","['cnd', 'shall', 'support', 'ngn', 'service', 'usage', 'voice', 'communication', 'video', 'communication', 'iptv', 'entertainment', 'etc', 'allow', 'connection', 'right', 'service', 'control', 'platform', 'process', 'medium']",0
"The CNG shall allow the customer remote access to a CND in the Customer Network, for example a surveillance video camera.",nonsec,"['cng', 'shall', 'allow', 'customer', 'remote', 'access', 'cnd', 'customer', 'network', 'example', 'surveillance', 'video', 'camera']","['cng', 'shall', 'allow', 'customer', 'remote_access', 'cnd', 'customer_network', 'example', 'surveillance', 'video', 'camera']","['cng', 'shall', 'allow', 'customer', 'remote_access', 'cnd', 'customer_network', 'example', 'surveillance', 'video', 'camera']",0
Off-line authentication must take place between a PSAM in the POS device and the CEP card for purchase and cancel last purchase transactions,sec,"['line', 'authentication', 'place', 'psam', 'pos', 'device', 'cep', 'card', 'purchase', 'cancel', 'purchase', 'transaction']","['line', 'authentication', 'place', 'psam', 'pos_device', 'cep_card', 'purchase', 'cancel_purchase', 'transaction']","['line', 'authentication', 'place', 'psam', 'pos_device', 'cep_card', 'purchase', 'cancel_purchase_transaction']",1
"The CNG shall support different IP address schemes and subnets on the same physical LAN port, and on different LAN ports, irrespective of routed or bridged mode of operation, allowing the direct addressability of CNDs from the NGN side in relation to data plane, control plane and management plane flows.",nonsec,"['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode', 'operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']","['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode_operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']","['cng', 'shall', 'support', 'different', 'address', 'scheme', 'subnet', 'physical', 'lan', 'port', 'different', 'lan', 'port', 'irrespective', 'route', 'bridge', 'mode_operation', 'allow', 'direct', 'addressability', 'cnd', 'ngn', 'relation', 'data', 'plane', 'control', 'plane', 'management', 'plane', 'flow']",0
The CNG shall support mechanisms to authenticate itself to the NGN for connectivity purposes.,sec,"['cng', 'shall', 'support', 'mechanism', 'authenticate', 'ngn', 'connectivity', 'purpose']","['cng', 'shall', 'support_mechanism', 'authenticate', 'ngn', 'connectivity', 'purpose']","['cng', 'shall_support_mechanism', 'authenticate', 'ngn', 'connectivity', 'purpose']",1
The CNG shall support mechanisms to authenticate itself to the NGN for service usage purposes.,sec,"['cng', 'shall', 'support', 'mechanism', 'authenticate', 'ngn', 'service', 'usage', 'purpose']","['cng', 'shall', 'support_mechanism', 'authenticate', 'ngn', 'service', 'usage', 'purpose']","['cng', 'shall_support_mechanism', 'authenticate', 'ngn', 'service', 'usage', 'purpose']",1
 The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain,sec,"['card', 'entity', 'secure', 'state', 'shall', 'ensure', 'availability', 'key', 'issuer', 'security', 'domain']","['card', 'entity', 'secure', 'state', 'shall', 'ensure', 'availability', 'key', 'issuer', 'security_domain']","['card', 'entity', 'secure', 'state', 'shall', 'ensure', 'availability', 'key', 'issuer_security_domain']",1
"The capacity of the authorized entities should depend on the security policies defined by the service providers, managing the CNG.",sec,"['capacity', 'authorize', 'entity', 'depend', 'security', 'policy', 'define', 'service', 'provider', 'manage', 'cng']","['capacity', 'authorize', 'entity', 'depend', 'security', 'policy', 'define', 'service', 'provider', 'manage', 'cng']","['capacity', 'authorize', 'entity', 'depend', 'security', 'policy', 'define', 'service', 'provider', 'manage', 'cng']",1
The load device sends S1 in an authorization request to the issuer,sec,"['load', 'device', 'send', 'authorization', 'request', 'issuer']","['load', 'device', 'send', 'authorization', 'request', 'issuer']","['load_device', 'send', 'authorization', 'request', 'issuer']",1
The CND shall support protocols to access Self Configuration application (as defined in clause 4.1).,nonsec,"['cnd', 'shall', 'support', 'protocol', 'access', 'self', 'configuration', 'application', 'define', 'clause']","['cnd', 'shall', 'support', 'protocol', 'access', 'self', 'configuration', 'application', 'define', 'clause']","['cnd', 'shall', 'support', 'protocol', 'access', 'self', 'configuration', 'application', 'define', 'clause']",0
The CNG shall support use of one user identity on several terminals as well as to share one terminal with several identities.,nonsec,"['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']","['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']","['cng', 'shall', 'support', 'use', 'user', 'identity', 'terminal', 'share', 'terminal', 'identity']",0
"Multiple identities should be supported within the same subscription. Personal service profiles per each identity within the same subscription should be supported. A shared public identity on several terminals, with different private identities, shall be supported (shared IMPU).",nonsec,"['multiple', 'identity', 'supported', 'subscription', 'personal', 'service', 'profile', 'identity', 'subscription', 'support', 'shared', 'public', 'identity', 'terminal', 'different', 'private', 'identity', 'shall', 'support', 'share', 'impu']","['multiple', 'identity', 'supported', 'subscription', 'personal', 'service', 'profile', 'identity', 'subscription', 'support', 'shared', 'public_identity', 'terminal', 'different', 'private_identity', 'shall', 'support', 'share', 'impu']","['multiple', 'identity', 'supported', 'subscription', 'personal', 'service', 'profile', 'identity', 'subscription', 'support', 'shared', 'public_identity', 'terminal', 'different', 'private_identity', 'shall', 'support', 'share', 'impu']",0
The NGN network should be provided with a CND location information.,nonsec,"['ngn', 'network', 'provide', 'cnd', 'location', 'information']","['ngn', 'network', 'provide', 'cnd', 'location', 'information']","['ngn', 'network', 'provide', 'cnd', 'location', 'information']",0
The issuer host must authenticate the card upon the load/unload request,sec,"['issuer', 'host', 'authenticate', 'card', 'load', 'unload', 'request']","['issuer', 'host', 'authenticate', 'card', 'load', 'unload', 'request']","['issuer', 'host', 'authenticate', 'card', 'load', 'unload', 'request']",1
"Incremental purchase transactions must use two-way authentication for the initial session authentication, and at least one-way, with the terminal authenticating the card, for the remaining increments or some of the remaining increments",sec,"['incremental', 'purchase', 'transaction', 'use', 'way', 'authentication', 'initial', 'session', 'authentication', 'way', 'terminal', 'authenticate', 'card', 'remain', 'increment', 'remain', 'increment']","['incremental', 'purchase_transaction', 'use', 'way', 'authentication', 'initial', 'session', 'authentication', 'way', 'terminal', 'authenticate', 'card', 'remain', 'increment', 'remain', 'increment']","['incremental', 'purchase_transaction', 'use', 'way', 'authentication', 'initial', 'session', 'authentication', 'way', 'terminal', 'authenticate', 'card', 'remain', 'increment', 'remain', 'increment']",1
" The GlobalPlatform Environment (OPEN) supports Command Dispatch functions (Application and Security Domain selection, (Optional) Logical channel management, Command dispatching) if the underlying runtime environment does not support them:",nonsec,"['globalplatform', 'environment', 'open', 'support', 'command', 'dispatch', 'function', 'application', 'security', 'domain', 'selection', 'optional', 'logical', 'channel', 'management', 'command', 'dispatch', 'underlying', 'runtime', 'environment', 'support']","['globalplatform', 'environment', 'open', 'support', 'command_dispatch', 'function', 'application', 'security_domain', 'selection', 'optional', 'logical_channel', 'management', 'command_dispatch', 'underlying', 'runtime_environment', 'support']","['globalplatform', 'environment', 'open', 'support', 'command_dispatch', 'function', 'application', 'security_domain', 'selection', 'optional', 'logical_channel', 'management', 'command_dispatch', 'underlying', 'runtime_environment', 'support']",0
"CPN environment shall be protected with a stateful firewall function, that may be implemented in the CNG.",sec,"['cpn', 'environment', 'shall', 'protect', 'stateful', 'firewall', 'function', 'implement', 'cng']","['cpn', 'environment', 'shall', 'protect', 'stateful', 'firewall', 'function', 'implement', 'cng']","['cpn', 'environment', 'shall', 'protect', 'stateful', 'firewall', 'function', 'implement', 'cng']",1
The CND should support protocols for remote access management.,nonsec,"['cnd', 'support', 'protocol', 'remote', 'access', 'management']","['cnd', 'support', 'protocol', 'remote_access', 'management']","['cnd', 'support', 'protocol', 'remote_access', 'management']",0
"The CNG shall take action according to local authentication failure handling policy (which may include silently discarding the authentication and explicit failure notification, or in the case of a replay of credentials may include notification of the true owner of the credentials) upon detection of failure during identification, authentication and authorization.",sec,"['cng', 'shall', 'action', 'accord', 'local', 'authentication', 'failure', 'handle', 'policy', 'include', 'silently', 'discard', 'authentication', 'explicit', 'failure', 'notification', 'case', 'replay', 'credential', 'include', 'notification', 'true', 'owner', 'credential', 'detection', 'failure', 'identification', 'authentication', 'authorization']","['cng', 'shall', 'action', 'accord', 'local', 'authentication', 'failure', 'handle', 'policy', 'include', 'silently', 'discard', 'authentication', 'explicit', 'failure', 'notification', 'case', 'replay', 'credential', 'include', 'notification', 'true', 'owner', 'credential', 'detection', 'failure', 'identification', 'authentication', 'authorization']","['cng', 'shall', 'action', 'accord', 'local', 'authentication', 'failure', 'handle', 'policy', 'include', 'silently', 'discard', 'authentication', 'explicit', 'failure', 'notification', 'case', 'replay', 'credential', 'include', 'notification', 'true', 'owner', 'credential', 'detection', 'failure', 'identification', 'authentication', 'authorization']",1
"In case of managed services, QoS rules applied by CNG shall be configurable by a remote management system",nonsec,"['case', 'manage', 'service', 'qos', 'rule', 'apply', 'cng', 'shall', 'configurable', 'remote', 'management', 'system']","['case', 'manage', 'service', 'qos', 'rule', 'apply', 'cng', 'shall', 'configurable', 'remote_management', 'system']","['case', 'manage', 'service', 'qos', 'rule', 'apply', 'cng', 'shall', 'configurable', 'remote_management', 'system']",0
"The card must authenticate the terminal at the point of sale, ensuring that it is genuine and valid, and use a two-way authentication process",sec,"['card', 'authenticate', 'terminal', 'point', 'sale', 'ensure', 'genuine', 'valid', 'use', 'way', 'authentication', 'process']","['card', 'authenticate', 'terminal', 'point', 'sale', 'ensure', 'genuine', 'valid', 'use', 'way', 'authentication', 'process']","['card', 'authenticate', 'terminal', 'point', 'sale', 'ensure', 'genuine', 'valid', 'use', 'way', 'authentication', 'process']",1
"Script messages that conform to EMV specifications may be included as part of load, unload and currency exchange messages from the card issuer to the CEP card. An update key must be used when card parameters are changed. Script messages may be sent to the CEP card either before or after the credit for load, debit of unload and currency exchange commands",nonsec,"['script', 'message', 'conform', 'emv', 'specification', 'include', 'load', 'unload', 'currency', 'exchange', 'message', 'card', 'issuer', 'cep', 'card', 'update', 'key', 'card', 'parameter', 'change', 'script', 'message', 'send', 'cep', 'card', 'credit', 'load', 'debit', 'unload', 'currency', 'exchange', 'command']","['script', 'message', 'conform', 'emv', 'specification', 'include', 'load', 'unload_currency', 'exchange', 'message', 'card', 'issuer', 'cep_card', 'update', 'key', 'card', 'parameter', 'change', 'script', 'message', 'send', 'cep_card', 'credit', 'load', 'debit', 'unload_currency', 'exchange', 'command']","['script', 'message', 'conform', 'emv', 'specification', 'include', 'load', 'unload_currency_exchange', 'message', 'card_issuer', 'cep_card', 'update', 'key', 'card', 'parameter', 'change', 'script', 'message', 'send', 'cep_card', 'credit', 'load', 'debit', 'unload_currency_exchange', 'command']",0
"Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load, a partial unload, and a currency exchange transaction. On a currency exchange transaction, only the ƒ??toƒ? currency maximum balance may be updated",nonsec,"['currency', 'exchange', 'rate', 'fluctuation', 'increase', 'card', 'issuer', 'liability', 'card', 'issuer', 'able', 'adjust', 'maximum', 'balance', 'bring', 'line', 'policy', 'card', 'issuer', 'update', 'maximum', 'balance', 'load', 'partial', 'unload', 'currency', 'exchange', 'transaction', 'currency', 'exchange', 'transaction', 'currency', 'maximum', 'balance', 'update']","['currency_exchange', 'rate', 'fluctuation', 'increase', 'card', 'issuer', 'liability', 'card', 'issuer', 'able', 'adjust', 'maximum_balance', 'bring', 'line', 'policy', 'card', 'issuer', 'update', 'maximum_balance', 'load', 'partial', 'unload_currency', 'exchange', 'transaction', 'currency_exchange', 'transaction', 'currency', 'maximum_balance', 'update']","['currency_exchange', 'rate', 'fluctuation', 'increase', 'card_issuer', 'liability', 'card_issuer', 'able', 'adjust', 'maximum_balance', 'bring', 'line', 'policy', 'card_issuer', 'update', 'maximum_balance', 'load', 'partial', 'unload_currency_exchange', 'transaction', 'currency_exchange', 'transaction', 'currency', 'maximum_balance', 'update']",0
"If a scheme provider establishes a central error repository, all transactions for the scheme with MAC errors must be sent to that central error repository whether or not they are submitted to the dispute process",sec,"['scheme', 'provider', 'establish', 'central', 'error', 'repository', 'transaction', 'scheme', 'mac', 'error', 'sent', 'central', 'error', 'repository', 'submit', 'dispute', 'process']","['scheme_provider', 'establish', 'central', 'error', 'repository', 'transaction', 'scheme', 'mac', 'error', 'sent', 'central', 'error', 'repository', 'submit', 'dispute', 'process']","['scheme_provider', 'establish', 'central', 'error', 'repository', 'transaction', 'scheme', 'mac', 'error', 'sent', 'central', 'error', 'repository', 'submit', 'dispute', 'process']",1
The CNG shall support intra-CPN communication between IMS and non-IMS capable CNDs.,nonsec,"['cng', 'shall', 'support', 'intra', 'cpn', 'communication', 'ims', 'non', 'ims', 'capable', 'cnd']","['cng', 'shall', 'support', 'intra', 'cpn', 'communication', 'ims', 'non_ims', 'capable', 'cnd']","['cng', 'shall', 'support', 'intra', 'cpn', 'communication', 'ims', 'non_ims_capable', 'cnd']",0
" When applicable a Security Domain shall Manage on-card data securely,",sec,"['applicable', 'security', 'domain', 'shall', 'manage', 'card', 'datum', 'securely']","['applicable', 'security_domain', 'shall', 'manage', 'card', 'datum', 'securely']","['applicable_security_domain', 'shall', 'manage', 'card', 'datum', 'securely']",1
"LAN interfaces. The CNG shall be equipped with at least one Ethernet (minimum 100 Mbit/s) is interface. Optional interfaces could be present, e.g.: wireless LAN Wi-Fi Alliance certified, Powerlines, Plastic Optical Fiber, USB device and/or host, one or more FXS for analog telephony, DECT Cat-iq.",nonsec,"['lan', 'interface', 'cng', 'shall', 'equip', 'ethernet', 'minimum', 'mbit', 'interface', 'optional', 'interface', 'present', 'wireless', 'lan', 'wi', 'fi', 'alliance', 'certify', 'powerlines', 'plastic', 'optical', 'fiber', 'usb', 'device', 'host', 'fxs', 'analog', 'telephony', 'dect', 'cat', 'iq']","['lan', 'interface', 'cng', 'shall', 'equip', 'ethernet', 'minimum', 'mbit', 'interface', 'optional', 'interface', 'present', 'wireless', 'lan', 'wi', 'fi', 'alliance', 'certify', 'powerlines', 'plastic', 'optical', 'fiber', 'usb', 'device', 'host', 'fxs', 'analog', 'telephony', 'dect', 'cat', 'iq']","['lan', 'interface', 'cng', 'shall', 'equip', 'ethernet', 'minimum', 'mbit', 'interface', 'optional', 'interface', 'present', 'wireless', 'lan', 'wi', 'fi', 'alliance', 'certify', 'powerlines', 'plastic', 'optical', 'fiber', 'usb', 'device', 'host', 'fxs', 'analog', 'telephony', 'dect', 'cat', 'iq']",0
CNG shall support mechanisms for secure authentication and communication with the remote management system.,nonsec,"['cng', 'shall', 'support', 'mechanism', 'secure', 'authentication', 'communication', 'remote', 'management', 'system']","['cng', 'shall', 'support_mechanism', 'secure', 'authentication', 'communication', 'remote_management', 'system']","['cng', 'shall_support_mechanism', 'secure', 'authentication', 'communication', 'remote_management', 'system']",0
 The Issuer Security Domain is by default the implicitly selectable Application on all logical channels of all card I/O interfaces supported by the card. Implicit selection on a specific logical channel of a specific card I/O interface may be assigned only if the Issuer Security Domain is the implicitly selectable Application on that logical channel of that card I/O interface and no other Locked Application is registered as implicitly selectable for the same logical channel and card I/O interface,nonsec,"['issuer', 'security', 'domain', 'default', 'implicitly', 'selectable', 'application', 'logical', 'channel', 'card', 'interface', 'support', 'card', 'implicit', 'selection', 'specific', 'logical', 'channel', 'specific', 'card', 'interface', 'assign', 'issuer', 'security', 'domain', 'implicitly', 'selectable', 'application', 'logical', 'channel', 'card', 'interface', 'locked', 'application', 'register', 'implicitly', 'selectable', 'logical', 'channel', 'card', 'interface']","['issuer', 'security_domain', 'default', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'support', 'card', 'implicit', 'selection', 'specific', 'logical_channel', 'specific', 'card', 'interface', 'assign', 'issuer', 'security_domain', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'locked', 'application', 'register', 'implicitly_selectable', 'logical_channel', 'card', 'interface']","['issuer_security_domain', 'default', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'support', 'card', 'implicit', 'selection', 'specific', 'logical_channel', 'specific', 'card', 'interface', 'assign', 'issuer_security_domain', 'implicitly_selectable', 'application', 'logical_channel', 'card', 'interface', 'locked', 'application', 'register', 'implicitly_selectable', 'logical_channel', 'card', 'interface']",0
The CNG shall classify packets coming from the CPN through its LAN interfaces (upstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,nonsec,"['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'come', 'cpn', 'lan', 'interface', 'upstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']",0
The load device must support on-line PIN encryption or off-line PIN verification,sec,"['load', 'device', 'support', 'line', 'pin', 'encryption', 'line', 'pin', 'verification']","['load', 'device', 'support', 'line_pin', 'encryption', 'line_pin', 'verification']","['load_device', 'support', 'line_pin', 'encryption', 'line_pin_verification']",1
The card must authenticate the issuer host upon the response to the request,sec,"['card', 'authenticate', 'issuer', 'host', 'response', 'request']","['card', 'authenticate', 'issuer', 'host', 'response', 'request']","['card', 'authenticate', 'issuer', 'host', 'response', 'request']",1
" The Application Provider is responsible for Obtaining pre-authorization for load, install, and extradition from the Card Issuer,",nonsec,"['application', 'provider', 'responsible', 'obtain', 'pre', 'authorization', 'load', 'install', 'extradition', 'card', 'issuer']","['application', 'provider', 'responsible', 'obtain', 'pre', 'authorization', 'load', 'install', 'extradition', 'card', 'issuer']","['application', 'provider', 'responsible', 'obtain', 'pre', 'authorization', 'load', 'install', 'extradition', 'card_issuer']",0
The CNG shall classify packets entering the CPN through its WAN interface (downstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,nonsec,"['cng', 'shall', 'classify', 'packet', 'enter', 'cpn', 'wan', 'interface', 'downstream', 'direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'enter', 'cpn', 'wan_interface', 'downstream_direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']","['cng', 'shall', 'classify', 'packet', 'enter', 'cpn', 'wan_interface', 'downstream_direction', 'accord', 'number', 'predefined', 'priority', 'classification', 'basis', 'different', 'layer', 'layer', 'parameter']",0
 The runtime environment is responsible for Performing secure memory management,sec,"['runtime', 'environment', 'responsible', 'perform', 'secure', 'memory', 'management']","['runtime_environment', 'responsible', 'perform', 'secure', 'memory', 'management']","['runtime_environment', 'responsible', 'perform', 'secure', 'memory', 'management']",1
" Each Trusted Framework present on the card shall Ensure that incoming messages are properly routed unaltered to their intended destinations,",sec,"['trust', 'framework', 'present', 'card', 'shall', 'ensure', 'incoming', 'message', 'properly', 'route', 'unaltered', 'intend', 'destination']","['trust', 'framework', 'present', 'card', 'shall', 'ensure', 'incoming', 'message', 'properly', 'route', 'unaltered', 'intend', 'destination']","['trust', 'framework', 'present', 'card', 'shall', 'ensure', 'incoming', 'message', 'properly', 'route', 'unaltered', 'intend', 'destination']",1
"The system must protect the integrity of key transaction data including transaction identification, currency code and amount. If tampering is suspected, the system must cause the transaction to fail",sec,"['system', 'protect', 'integrity', 'key', 'transaction', 'datum', 'include', 'transaction', 'identification', 'currency', 'code', 'tamper', 'suspect', 'system', 'cause', 'transaction', 'fail']","['system', 'protect', 'integrity', 'key', 'transaction', 'datum', 'include', 'transaction', 'identification', 'currency', 'code', 'tamper', 'suspect', 'system', 'cause', 'transaction', 'fail']","['system', 'protect', 'integrity', 'key', 'transaction', 'datum', 'include', 'transaction', 'identification', 'currency', 'code', 'tamper', 'suspect', 'system', 'cause', 'transaction', 'fail']",1
 The security level of the communication with an off-card entity does not necessarily apply to each individual message being transmitted but can only apply to the environment and/or context in which messages are transmitted.,nonsec,"['security', 'level', 'communication', 'card', 'entity', 'necessarily', 'apply', 'individual', 'message', 'transmit', 'apply', 'environment', 'context', 'message', 'transmit']","['security', 'level', 'communication', 'card', 'entity', 'necessarily', 'apply', 'individual', 'message', 'transmit', 'apply', 'environment', 'context', 'message', 'transmit']","['security', 'level', 'communication', 'card', 'entity', 'necessarily', 'apply', 'individual', 'message', 'transmit', 'apply', 'environment', 'context', 'message', 'transmit']",0
"It shall be possible to configure the CNG (e.g. firmware downloading) according to the subscribed services. This operation may be performed when the CNG is connected to the network for the first time, for each new service subscription/modification, or for any technical management (e.g. security, patches, etc.).",nonsec,"['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']","['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']","['shall', 'possible', 'configure', 'cng', 'firmware', 'download', 'accord', 'subscribed', 'service', 'operation', 'perform', 'cng', 'connect', 'network', 'time', 'new', 'service', 'subscription', 'modification', 'technical', 'management', 'security', 'patch', 'etc']",0
These merchant acquirers must then assign unique identifiers to PSAMs,sec,"['merchant', 'acquirer', 'assign', 'unique', 'identifier', 'psam']","['merchant_acquirer', 'assign', 'unique', 'identifier', 'psam']","['merchant_acquirer', 'assign', 'unique', 'identifier', 'psam']",1
"The CNG and the CPN shall support adequate Quality of Service mechanisms (e.g. prioritize the traffic in the event that there is not sufficient bandwidth in the customer network in order to ensure the correct network performances to each traffic flow). To achieve this objective a number of functionalities shall be supported by CNG and/or CNDs, as defined in the following bullets. Most of the following set of requirements is defined adopting as a reference the Home Gateway Initiative (HGI) Release 1 Specification mentioned in clause 2 [6].",nonsec,"['cng', 'cpn', 'shall', 'support', 'adequate', 'quality', 'service', 'mechanism', 'prioritize', 'traffic', 'event', 'sufficient', 'bandwidth', 'customer', 'network', 'order', 'ensure', 'correct', 'network', 'performance', 'traffic', 'flow', 'achieve', 'objective', 'number', 'functionality', 'shall', 'support', 'cng', 'cnd', 'define', 'follow', 'bullet', 'follow', 'set', 'requirement', 'define', 'adopt', 'reference', 'home', 'gateway', 'initiative', 'hgi', 'release', 'specification', 'mention', 'clause']","['cng', 'cpn', 'shall', 'support', 'adequate', 'quality', 'service', 'mechanism', 'prioritize', 'traffic', 'event', 'sufficient', 'bandwidth', 'customer_network', 'order', 'ensure', 'correct', 'network', 'performance', 'traffic', 'flow', 'achieve', 'objective', 'number', 'functionality', 'shall', 'support', 'cng', 'cnd', 'define', 'follow', 'bullet', 'follow', 'set', 'requirement', 'define', 'adopt', 'reference', 'home', 'gateway', 'initiative', 'hgi', 'release', 'specification', 'mention', 'clause']","['cng', 'cpn', 'shall', 'support', 'adequate', 'quality', 'service', 'mechanism', 'prioritize', 'traffic', 'event', 'sufficient', 'bandwidth', 'customer_network', 'order', 'ensure', 'correct', 'network', 'performance', 'traffic', 'flow', 'achieve', 'objective', 'number', 'functionality', 'shall', 'support', 'cng', 'cnd', 'define', 'follow', 'bullet', 'follow', 'set', 'requirement', 'define', 'adopt', 'reference', 'home', 'gateway', 'initiative', 'hgi', 'release', 'specification', 'mention', 'clause']",0
"The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction, computes a new S4 MAC on the updated batch total count and amount, and logs the transaction",sec,"['psam', 'pos', 'device', 'generate', 'merchant', 'acquirer', 'mac', 'transaction', 'compute', 'new', 'mac', 'update', 'batch', 'total', 'count', 'log', 'transaction']","['psam', 'pos_device', 'generate', 'merchant_acquirer', 'mac', 'transaction', 'compute', 'new', 'mac', 'update', 'batch', 'total', 'count', 'log', 'transaction']","['psam', 'pos_device', 'generate', 'merchant_acquirer', 'mac', 'transaction', 'compute', 'new', 'mac', 'update', 'batch', 'total', 'count', 'log', 'transaction']",1
The CNG shall support mechanisms for authentication of wireless CNDs for local connectivity. Similar mechanisms may be also implemented for non-wireless devices.,sec,"['cng', 'shall', 'support', 'mechanism', 'authentication', 'wireless', 'cnd', 'local', 'connectivity', 'similar', 'mechanism', 'implement', 'non', 'wireless', 'device']","['cng', 'shall', 'support_mechanism', 'authentication', 'wireless', 'cnd', 'local', 'connectivity', 'similar', 'mechanism', 'implement', 'non', 'wireless', 'device']","['cng', 'shall_support_mechanism', 'authentication', 'wireless', 'cnd', 'local', 'connectivity', 'similar', 'mechanism', 'implement', 'non', 'wireless', 'device']",1
All applications under the GlobalPlatform shall be implemented in a hardware-neutral secure runtime environment  ,sec,"['application', 'globalplatform', 'shall', 'implement', 'hardware', 'neutral', 'secure', 'runtime', 'environment']","['application', 'globalplatform', 'shall', 'implement', 'hardware', 'neutral', 'secure', 'runtime_environment']","['application', 'globalplatform', 'shall', 'implement', 'hardware', 'neutral', 'secure', 'runtime_environment']",1
The customer environment (CNG and/or CNDs) should support a mechanism to allow service roaming,nonsec,"['customer', 'environment', 'cng', 'cnd', 'support', 'mechanism', 'allow', 'service', 'roam']","['customer', 'environment', 'cng', 'cnd', 'support_mechanism', 'allow', 'service', 'roam']","['customer_environment', 'cng', 'cnd', 'support_mechanism_allow', 'service', 'roam']",0
The CNG shall be associated with a unique Hardware ID to be used for identification NGN side.,nonsec,"['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']","['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']","['cng', 'shall', 'associate', 'unique', 'hardware', 'identification', 'ngn']",0
